tree.0001.01,tree.0001.02,tree.0001.03,tree.0001.04,tree.0001.05,tree.0001.06,tree.0001.07,tree.0001.08,tree.0001.09,tree.0001.10,tree.0002.01,tree.0002.02,tree.0002.03,tree.0002.04,tree.0002.05,tree.0003.01,tree.0003.02,tree.0003.03,tree.0003.04,tree.0003.05,tree.0004.01,tree.0004.02,tree.0004.03,tree.0004.04,tree.0004.05,tree.0005.01,tree.0005.02,tree.0005.03,tree.0005.04,tree.0005.05,tree.0006.01,tree.0006.02,tree.0006.03,tree.0006.04,tree.0006.05,tree.0007.01,tree.0007.02,tree.0007.03,tree.0007.04,tree.0007.05,tree.0008.01,tree.0008.02,tree.0008.03,tree.0008.04,tree.0008.05,tree.0009.01,tree.0009.02,tree.0009.03,tree.0009.04,tree.0009.05,tree.0010.01,tree.0010.02,tree.0010.03,tree.0010.04,tree.0010.05,tree.0011.01,tree.0011.02,tree.0011.03,tree.0011.04,tree.0011.05,tree.0012.01,tree.0012.02,tree.0012.03,tree.0012.04,tree.0012.05,tree.0013.01,tree.0013.02,tree.0013.03,tree.0013.04,tree.0013.05,tree.0014.01,tree.0014.02,tree.0014.03,tree.0014.04,tree.0014.05,tree.0015.01,tree.0015.02,tree.0015.03,tree.0015.04,tree.0015.05,tree.0016.01,tree.0016.02,tree.0016.03,tree.0016.04,tree.0016.05,tree.0017.01,tree.0017.02,tree.0017.03,tree.0017.04,tree.0017.05,tree.0018.01,tree.0018.02,tree.0018.03,tree.0018.04,tree.0018.05,tree.0019.01,tree.0019.02,tree.0019.03,tree.0019.04,tree.0019.05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261.66854157,1100.93572709,1298.78214888,1266.14446518,1063.85182727,130.066012092,125.809436425,111.733585789,129.989597823,127.125375698,867.058592358,720.394708246,822.956605121,779.513781864,876.644100743,730.996982574,818.497355808,838.237221593,835.781811307,718.876101583,1868.42129673,1951.63292983,2010.36071138,1922.43681692,2062.95143955,1506.65545958,1420.88974606,1530.99799261,1505.91959443,1668.44698981,1350.71167615,1276.12082012,1315.58751807,1245.18688446,1243.30041852,88.9991312786,63.6868775214,90.0315782046,96.4739544978,102.413812769,655.170831962,720.34183478,556.309782311,732.677154448,669.286291612,591.442334965,610.18287756,731.458779962,504.75303015,624.228781093,835.388496404,930.979807943,814.27083924,937.152511197,981.175072847,785.583933004,773.782324051,856.526489577,627.54273426,743.289922621,962.822205312,740.581552199,871.476965169,817.462216812,784.042011666,346.653870125,392.169204945,364.087158246,424.748530168,436.423963266,677.193616034,639.569473671,655.00880044,667.133986324,651.709111433,582.432508047,505.850954431,591.277333996,528.898753605,611.849435303
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183.17758489,1267.26229502,1227.11541083,1021.23994352,122.505681266,126.74220602,110.928354929,126.94126792,127.830372746,833.182867991,699.718890241,794.474068153,747.313590191,823.146854574,710.181068575,768.277485075,810.330222906,810.335777477,712.661191491,1732.84280867,1813.0648853,1866.80047727,1773.90551046,1882.70451515,1438.40746431,1374.09783869,1449.69018955,1428.77086942,1576.72259415,1274.21897209,1208.64016804,1246.56178531,1209.54907027,1177.26149946,88.4842513948,64.9775689904,84.1529342394,98.995264377,102.755486554,644.14378631,672.62464645,548.17705027,698.413271586,651.195790175,564.201360766,578.681157241,716.511656761,491.93449169,597.982391657,818.248935561,900.383623102,780.367526526,894.231155761,945.975368861,769.747313714,758.276513734,807.592497818,627.698281799,718.01337633,925.184929171,707.852001473,828.128196146,778.736506882,759.359869268,321.52109374,360.131862816,341.74404755,399.262082077,402.866131681,641.810367507,622.645170654,621.121262654,633.698582766,642.983957946,546.269684937,503.733820367,583.612288684,510.117358731,575.381085714
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1611.82892925,1426.01451808,1193.83179063,130.597436657,136.76472955,120.017630611,138.188120944,135.262865648,976.350312689,813.467610972,905.242748735,866.738789399,965.76905157,824.47871372,899.378299603,955.664850753,937.626635043,826.310118771,2049.0266383,2136.93527068,2196.22675888,2105.75546057,2242.22611662,1688.02306766,1641.95196424,1718.15474615,1694.63146662,1880.1278647,1515.78420175,1434.15603377,1479.12212165,1408.75431062,1390.27071362,99.3719677968,65.6092217776,91.0533200681,109.248786339,119.893287744,746.907600279,784.454308964,621.860497909,817.508484568,750.563117346,669.420557123,675.051970493,816.144951432,560.611491527,695.333568955,954.255912361,1055.14559918,923.592397167,1050.71777727,1118.02113029,899.972671927,888.057474574,956.787669288,737.153024845,836.677797818,1084.55997421,831.473852989,968.949039191,893.426058965,871.613507369,328.985296921,370.049375144,348.18155321,407.439974226,410.896755952,754.011218185,708.246003848,726.49067459,729.712296223,741.461544702,628.829132419,572.171901189,649.69041175,581.048836093,676.325280217
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1561.02823242,1184.43054175,140.418767195,142.865982548,123.726801486,141.120236583,134.745996538,983.944448991,818.237230994,928.690340055,864.195659028,961.885961591,839.669096885,904.578198799,948.8470973,953.411180453,812.426885608,1918.01512023,1994.94249111,2030.53678251,1929.60389064,2085.99301956,1611.01749338,1547.80302241,1640.99671896,1636.0459426,1774.24995824,1441.41357526,1384.99390864,1432.96344334,1376.89523668,1340.59308548,105.289471209,77.0483163009,98.0265187019,109.710827858,111.451997637,750.518683631,808.553150568,628.463056619,830.291126995,761.362396082,648.388982639,674.406263503,849.240346297,570.948624442,706.336395128,931.488137816,1046.37046676,897.242489854,1034.01110485,1114.17885726,900.26362513,879.654682982,934.693680589,699.267002428,825.435022376,1083.19049849,825.886264702,989.567301942,926.29702807,897.577174924,360.526716836,404.446665821,382.889106737,453.170157452,457.796670881,778.305024167,736.001709127,718.971807069,756.19142257,742.973003801,664.987613019,579.987896872,683.896581984,600.171503105,686.31223333
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096.89085632,125.469023771,121.906164561,113.942486801,123.779548787,118.767941933,822.076274467,689.013610536,780.527601583,737.678353975,810.995324711,695.209117091,750.587485553,781.955628311,779.08524348,672.264251294,1634.58701452,1698.95136375,1738.79044044,1666.00283343,1784.92454759,1348.75362414,1303.83669842,1382.6759445,1363.05962442,1489.99145736,1218.74456205,1162.83886513,1198.03632624,1153.12941069,1131.71356648,83.1416680564,64.7051369944,79.8014590579,95.323401735,97.4951441656,641.608593554,684.781695208,538.978362555,703.540306647,656.755048695,566.211504486,577.917488729,704.396454131,488.607529886,606.45664048,797.470467406,880.518649173,766.156745436,872.44963042,926.903196843,762.939261827,730.810244456,808.926876503,605.811486828,697.258892274,916.424937377,698.640183955,830.934367296,777.437763321,762.844528934,307.519151265,340.683120665,324.454528546,377.90931131,383.047880826,652.063352846,629.971203465,608.946365714,631.291703423,637.213753343,555.0808798,495.839087936,581.167923061,512.661474188,585.437565323
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.182220464,42.8616263769,42.7770820754,45.9990808738,45.8637300736,105.118038194,100.37076472,111.960861644,104.707141394,112.931071658,113.632549972,118.353101826,110.363710113,126.91759756,103.037813358,205.462022775,213.984598394,218.320793714,204.922806879,219.514272846,156.418221636,136.953719633,155.049338175,153.42650648,166.908647151,137.265587028,138.913166315,144.328015883,138.849934352,135.136868028,34.3352033006,30.5573347337,35.1523103726,36.2312286285,37.3221250446,98.245713627,108.783342166,92.9512011762,107.327883809,98.7437050702,89.7794999211,97.438141233,108.033592065,83.575731757,92.6183365504,102.65216277,118.624273168,101.635733276,115.005245723,118.042383139,108.269970859,105.665916624,111.035813272,92.9364267769,101.408823601,117.347049835,97.9503867439,114.529837997,111.708912116,108.459310491,91.7432046974,95.484627777,97.9243417201,101.939815876,102.375676546,99.5210361531,101.572910346,98.0022870906,99.5401739479,100.83610104,91.2307253373,89.823133485,93.178549644,86.5901655737,91.0181040726
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.511192576,46.7326262989,41.3663023892,46.8750376927,106.278270009,103.408862026,113.936221436,100.152119737,106.27253015,112.784383585,111.441667529,116.072565849,118.561809625,102.830768384,166.322506877,174.993815459,175.847050837,169.481484758,176.880989859,144.091423924,136.135285633,145.978573837,151.2179549,152.102661262,135.25663675,133.845028208,136.523188093,136.969442632,130.5421649,34.183247238,33.4487841744,39.2707215362,38.2106040418,34.9935070903,94.2743936729,100.70415832,95.6571055779,102.091582437,98.9032925233,92.4716296603,92.0745249399,110.557703533,82.4368248143,92.463312183,104.827890687,119.369148002,102.499156981,117.451772995,117.675660725,109.935096933,103.702422959,109.080357933,96.4936893486,101.270795126,116.935096868,103.424280092,112.139330541,108.482941133,107.783250141,62.3190855667,65.4777684171,64.049951465,63.1322923782,66.5193800286,96.090973853,102.708247215,94.5812470096,99.5359605069,101.676294445,92.0456562553,88.5399113444,94.1604254887,89.5499603406,86.9030534387
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.970734673,40.192070149,47.0593328541,98.9485084087,99.7863604942,106.005266787,95.9863178485,104.313910724,108.690525378,102.245739595,101.626832718,110.953828805,94.0779435514,137.146983912,143.493617041,141.424310901,142.294753381,145.655523938,121.550903863,120.587792858,128.022964786,125.307321622,129.528363247,114.256294451,118.894948423,115.914619709,121.079579907,110.643510735,35.5167610927,33.7975642071,34.3159927522,36.8571991198,30.5726472258,94.1033750995,98.5079389513,90.7803529649,102.280276634,99.5431697246,92.0458590517,97.3051201697,106.753778989,80.2981811324,90.8989590864,101.909515038,110.35721415,98.195273081,104.207267753,108.984564936,109.528655561,97.2273990303,102.556952552,91.2487979778,90.6674541422,115.433997163,99.1140181391,108.476663485,103.646114434,105.039803674,54.5177243825,59.0539903102,58.5546727006,60.7792729333,61.0324068276,93.7080597098,99.9187802637,90.5141224674,93.1912867678,103.863906606,90.0338435097,83.7600303611,95.5126214149,89.4219228249,91.2833409544
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.92394929,47.3782199105,101.090258369,95.1330918998,106.700656994,98.5432907455,108.650462045,110.620262864,114.308203945,111.120720579,120.438319634,104.219245564,184.983494008,194.47245041,197.614009806,190.947259003,198.142652062,151.297412369,140.737342261,156.687852906,158.015306561,171.186565969,141.396510087,141.408010774,141.58083799,139.01557934,133.401514372,36.0988041916,34.3304845709,36.1819162699,36.9719901683,33.2344828141,91.2147023909,98.8804705881,86.4783968277,98.9044006542,91.1367107599,89.3479988372,90.364525845,98.8103618638,72.9541864422,86.3851446726,104.902849788,116.623437046,101.928791392,112.926884532,117.55515118,103.196898045,101.506158973,107.749135431,89.1811253594,94.6193337805,119.66613427,92.9054053118,110.983900957,102.595611534,103.596248377,77.7506554799,80.872446046,83.062141988,84.2778135317,85.4181759116,92.649040772,91.5506841171,90.5024718769,91.1029034608,93.1581564816,83.2530409888,78.3973799771,90.0197815077,79.2146664153,89.9345057895
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.605076999,98.1795084582,98.4588277302,102.829627137,102.360894528,105.050824026,116.136596662,112.072324222,107.841055461,124.550056805,105.919748022,195.944299124,206.614063766,211.886884363,203.959572733,208.630659802,152.151494475,136.988840169,155.771288114,150.999535441,161.235425828,133.908157107,138.819238962,137.223582798,138.070205052,127.965207536,40.2216662384,35.0689793095,41.3144940388,37.1049329517,39.5861415728,93.1106368228,100.919906202,88.4677576341,103.422240692,98.1526165449,89.7227665904,93.3706073016,105.714053865,78.6264806051,86.6281361622,101.00521649,114.815743437,102.950363713,112.549786687,110.47652488,106.835000073,98.9051599187,103.038656106,92.5062157129,98.3742910374,117.142259773,96.7686479184,106.163061344,101.13448831,102.896076893,76.3552974981,81.1439696093,79.0784396663,82.9402199968,81.8271470184,97.3461324047,100.935079747,99.0177061309,98.9330976829,99.8862615011,90.4833413838,85.4240637205,93.896547133,86.3026733463,89.7923340596
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852.76557886,610.524890754,692.32760157,637.195943988,698.955180593,592.948582976,615.961481449,677.793335041,643.176871925,566.537668622,1112.0206919,1160.995819,1144.61559768,1093.67150417,1195.73914681,1011.4713081,1035.60633084,1042.98351513,1064.01262904,1159.53957332,970.765674379,902.152088468,971.231159953,935.239134367,905.327874758,80.9223927319,58.2916185888,70.9089719031,86.9307776895,87.3039237418,558.519108205,581.241391932,484.527185316,595.185610817,549.957014503,493.170584597,515.653173458,617.195026489,423.294407084,544.104494893,710.662486774,746.611038357,646.498798961,737.827253916,802.258575582,673.017584785,632.644014609,694.229651098,538.714458903,614.863312429,789.76230464,616.337548823,743.272382208,670.709748486,652.784848478,164.638306365,186.265595627,175.61359924,206.421004324,207.539899467,583.957801299,556.35451112,511.978741853,559.724167056,548.220714207,493.873858304,421.510925835,517.579051114,451.396428634,522.991662972
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631.701457371,576.298228682,541.06485282,588.98678373,511.151510868,529.824128776,556.889770194,537.307335598,489.478934828,926.90077398,968.683331111,966.694794551,932.693508579,993.857864948,858.447862198,836.080660084,871.132587779,883.271452769,941.173685424,802.025730114,757.577191521,789.017842162,781.351599003,742.34142742,76.1683387719,57.8187517083,65.5961553509,80.1343994984,81.8073663753,491.134799009,507.50999917,428.021779578,523.777336269,481.628167505,429.031786045,456.103870951,546.607561993,374.767252868,455.059385506,591.558070512,645.584437944,547.402864055,636.915329646,661.739811315,580.709264635,540.652747974,589.374062459,468.373594842,511.987532735,663.942961618,534.412808967,627.038322875,568.04080237,568.151178233,168.261214637,192.576999783,181.566499557,207.240801646,214.980690722,503.562237808,486.811254253,475.40498996,483.563447703,492.692278962,435.551607323,390.994999582,454.384705493,396.660065164,461.512536784
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763.677920495,598.310689265,661.109007251,560.614700033,596.666379257,638.673770733,611.607012777,533.78823678,1130.84763961,1183.92546042,1177.54629093,1115.09792205,1218.17072986,983.363533267,960.942065498,1003.26106984,1013.69990185,1110.313207,928.118277757,860.285426414,912.367428413,895.55727318,856.48097312,77.7122524234,60.6908929386,70.9868760196,82.7907218809,85.4063020637,535.145736705,557.471750128,462.80220801,578.323534419,529.015529277,467.12625455,497.286707415,594.128477068,407.338383647,510.981358534,662.582138441,712.84044708,606.87551593,706.642881589,746.406915891,631.145577707,596.171352172,662.813779309,504.108617286,581.244848653,744.075897546,580.347825576,696.665935598,640.161641389,618.364715976,235.419675437,257.861067241,247.325370711,285.68235543,287.394249717,537.097281072,531.994186902,491.584782008,530.18253291,525.727676539,473.139816986,413.047433681,497.987598496,430.011495664,493.71194272
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680.595551481,616.032810404,521.690957325,563.322739917,592.335433864,581.913112577,516.988602709,1053.45943179,1084.88525108,1102.68990674,1056.96704071,1126.34495446,926.835676083,923.126938307,951.217486077,962.919812537,1034.20195138,866.647046828,823.874185503,857.9478892,826.661931472,800.260920291,75.0579967587,60.3991178174,64.2615414851,81.6947444527,82.0747793585,504.982260087,538.525609372,443.894901966,549.498319269,506.779679126,455.735190944,469.993133968,559.838514115,391.908745829,475.708639293,622.09209825,672.801033981,589.366782195,664.412934804,712.56406998,603.415657462,556.66642362,616.762163444,480.294593312,540.886119362,702.1390737,542.026169632,650.443167879,606.262433127,599.860670849,184.095691831,211.080192178,196.183840191,223.109229493,231.272077476,523.891305081,505.978575317,489.96436357,504.601008271,507.02389504,458.848969283,393.322125794,473.529689935,415.079839598,483.252493238
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805.288370257,582.998982101,630.192850268,651.519083424,638.025999535,560.200284968,1215.91211037,1284.87317422,1283.67382978,1247.06910741,1330.47945515,1060.20606833,1013.94245584,1084.36353945,1080.69004779,1185.98874622,990.479221386,931.48085415,976.691357837,920.372077587,911.924256963,81.3797789934,62.3661861583,74.4421731064,88.1973591561,89.2481836552,553.331234616,588.761316254,470.372557442,596.677138404,550.832203388,497.427252453,513.008891291,599.87641843,417.234581325,516.826866334,688.353380332,733.202762783,635.911303999,749.409783472,774.141650533,642.904036417,615.689212825,694.789378194,521.00007061,598.428401965,771.818425114,603.677996524,724.907192437,657.48516321,643.92263018,223.224254612,254.271918345,233.795825771,273.721005194,278.969829297,568.721439955,533.663174747,526.993596469,548.702384665,544.731493221,486.523938959,423.912002814,505.002675825,446.49823691,507.661607027
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686.048396603,585.282187841,598.897911408,632.211684578,536.626617072,1068.95396065,1125.67306387,1131.0891875,1080.45794884,1159.24340991,901.62175205,858.082151209,928.050633176,920.51635177,994.51731593,810.381484153,802.631365918,832.802240771,806.000540707,771.71279073,92.051099625,75.788977364,91.0742217859,99.8932530345,98.0991865066,474.228626991,507.317104158,405.916787526,509.408996522,477.201797374,419.860510557,429.990024584,526.416997982,349.797998029,439.68921674,574.895756301,639.475868302,531.537289611,627.026362484,659.560476487,577.239001246,539.172591667,581.946826542,455.723136248,505.576438642,647.975984455,505.355912058,620.875172142,557.993880131,549.017008342,204.534410719,227.226192983,221.41065332,249.931161916,251.262649522,502.326318029,466.480225712,461.902676201,476.661693922,477.51760534,417.593597813,381.489470005,434.240259384,386.920755567,432.093586827
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734.567244161,637.289850866,670.496160672,562.245727903,1253.23870838,1310.41957345,1328.00424059,1277.01851645,1366.07451627,1013.0616154,952.558503075,1041.59387541,1049.45586331,1133.8536814,918.841649817,885.545637932,915.034308186,874.182637058,855.092300929,91.8870556855,74.3957469852,91.0630102576,94.2858619619,97.8848381656,486.134447469,545.377834879,422.24593076,545.424597908,500.315621089,443.501391013,459.771542992,549.055193526,369.873832569,467.140724934,593.303172101,680.868717084,582.521231301,676.160371135,704.878158214,598.977587388,563.54082408,623.391934149,466.282707426,534.715050214,692.546141549,541.980599497,641.50931061,596.477936907,582.866486361,255.097742349,278.646270316,266.343050667,299.674210435,304.749476464,512.884296338,485.316181292,487.637401149,493.384874808,492.243473124,446.355177195,384.080920557,451.75989883,401.859358023,462.0417575
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783.778826233,679.356839264,577.989907829,1224.67298629,1284.42353082,1283.85490304,1227.46126078,1332.38304806,1027.11218589,1018.69165697,1069.72431961,1070.76555319,1170.55972143,958.312628808,900.040325471,958.085655178,914.119512598,883.75475842,89.3045129673,70.6538704299,89.710005508,95.7261163058,101.210540775,513.438447849,550.234524009,447.551327667,557.68091525,511.94850922,456.490932621,480.460194737,577.818019674,381.287732929,497.760299415,646.87854876,709.479561625,606.751288253,703.995501309,741.795518426,626.482203587,590.761542277,649.748711155,488.889942569,572.693347698,733.652540801,566.861594932,684.875041549,617.937737144,600.540188741,221.301414635,243.060323699,233.101514103,264.319874842,261.481354834,530.130411324,506.447427067,484.73686017,516.670187444,506.519743142,450.981623547,394.43615573,476.580181863,418.93775564,468.506894784
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835.415214455,591.828149293,1309.49968224,1369.25105527,1392.85426946,1330.42037386,1428.99290804,1048.08617619,1022.01528755,1081.57310528,1091.07885963,1168.44470913,941.521829406,923.786234332,962.397761846,907.389060909,881.751772332,105.746130289,82.7821048492,102.844556703,106.376885946,106.818142918,500.833597149,562.197309859,443.10095019,562.263171303,516.852022369,451.855263619,466.234179761,571.068424867,382.594610985,487.421271672,619.787716581,701.454628326,604.258163117,685.187328946,738.187710382,624.483965496,584.694118772,628.424566254,479.757550114,554.488163351,707.155036818,552.1776651,659.697728817,611.890929163,598.269785385,255.467778722,280.775455914,271.226728331,303.019639676,307.89215069,538.931809563,496.105389505,497.10340252,516.921169138,506.98838345,452.777911169,398.520830615,462.210759207,414.870645863,468.363525132
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623.973915469,1053.99889653,1101.92157424,1120.7190185,1071.73067774,1135.34784321,901.452078869,870.301069074,917.475930898,919.935437192,993.852972104,817.183591462,793.632117039,815.542786325,791.032069831,754.398210779,84.427850912,70.1669619942,77.5513479757,86.8403784351,92.2055491871,450.394834419,482.186032377,395.361627753,487.250580886,459.012032924,406.707638625,416.717826307,510.967258805,342.437653372,421.751157385,554.63039202,619.44498704,532.182924842,604.059110488,645.175581373,549.831540082,513.276528701,560.228473648,444.40587552,489.018703938,630.991404209,494.178326873,589.658858588,536.774308482,528.980685747,192.364043275,211.303435151,205.288685966,226.635392534,229.049382685,473.073463288,441.795171057,440.537158926,449.022946639,456.8369476,399.961078487,360.277359158,412.64371021,366.636448097,411.878800546
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4087.27036753,4170.03537525,4424.56939431,4159.42619314,4489.5266014,2739.14367822,2408.48505174,2747.79716042,2585.57335656,2975.23240404,2243.77129282,2180.96575065,2191.75532818,2047.6608497,2071.85835349,102.234053673,77.0599002544,133.070015062,112.993161697,142.332858861,815.274737173,982.521121376,658.92951232,974.374246288,916.622484362,748.244582412,772.287883057,940.552828117,670.597516329,821.280105198,1052.30703004,1289.52018236,1143.38168869,1312.89330634,1327.06723227,1011.94762434,1108.58126,1195.34754947,801.728325762,1012.98198704,1337.13650032,973.459820249,1118.47920081,1122.16635337,1027.37470255,975.222864395,1048.69294252,1007.78372774,1186.44325974,1192.36507001,841.085092098,777.73442927,896.852906123,847.564169644,826.35789582,719.793450754,673.13422016,704.876749875,660.877432257,740.355622453
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4463.43424469,4627.53723172,4346.87593486,4685.24675697,2856.33720259,2487.78325516,2858.35124761,2686.34250476,3109.50772602,2355.08341382,2266.60412029,2287.07620973,2124.59920417,2158.10358468,109.663235994,84.0824665837,146.848517002,126.134243788,145.729886072,859.388985345,1014.18946678,690.831811491,1012.45778135,951.658335118,773.544431011,800.621229829,981.513721376,686.271210446,851.658747002,1104.63947473,1345.40909899,1188.49430798,1383.82095772,1380.46197201,1048.1889848,1154.78614043,1249.30053259,827.606959885,1059.42262946,1390.55811444,1015.86949338,1172.35673869,1161.78429085,1067.52025553,1026.78134173,1102.52531057,1061.54086995,1245.72486485,1239.1434311,870.067103338,805.900421804,929.543801065,894.610888844,866.635071129,744.454621978,695.459358533,734.755262616,680.420101124,767.690057817
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5027.75471143,4629.75099412,4984.29401141,2984.14089671,2584.24470389,2962.84237798,2782.80333753,3239.57976887,2416.10695369,2360.9447027,2344.538327,2182.88008791,2226.95377682,104.249044038,77.5746481734,144.918174241,125.003667724,147.379974188,858.091680862,1033.3878575,692.501038527,1025.29963126,960.961222629,781.853876025,800.528785285,972.417802368,696.171108125,842.192217331,1112.02541871,1361.51473099,1217.90816841,1397.83871272,1399.0244521,1046.73517112,1166.57986061,1255.35148008,828.361274843,1056.8810628,1401.51951696,1012.33116991,1170.12655226,1187.06931382,1072.45345864,1043.17983726,1118.84826508,1076.95687767,1256.59096955,1260.83896214,876.471962325,808.160187658,961.395366256,894.931686994,874.271270697,740.421833038,708.503265333,731.877580241,690.304170623,770.865246231
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4460.21456723,4659.78168767,2845.66539006,2467.03444479,2852.74897625,2670.08896344,3068.86259694,2316.1586157,2264.06740124,2252.10148042,2073.64026533,2132.59180185,104.179514688,75.4871468391,143.095181605,122.965124404,143.866634051,835.417529394,997.110313844,669.599579315,995.469757245,935.6263675,771.705421577,771.33360016,939.851371807,674.554573123,812.856492653,1066.31593353,1305.34750911,1177.49807526,1347.41275824,1343.76411652,1005.90362689,1112.97638121,1214.9540423,806.525828263,1018.50777163,1349.75556752,980.373446598,1124.9477659,1124.2350709,1038.79022457,971.046713217,1060.1627591,1008.31100029,1189.1914139,1191.89236898,839.114709714,778.295006541,932.961574903,860.216905578,842.581265675,717.844032722,674.257044897,704.318863046,665.502239451,750.55310688
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5124.14256398,3027.61424852,2644.11006276,3026.24978666,2850.05543571,3317.94945025,2479.97798235,2400.84968112,2416.77438205,2239.95937003,2286.5680981,106.263488145,79.2326289644,147.331751274,120.978954425,149.244942736,874.088059031,1060.41798284,702.505039411,1045.45702438,986.220362363,802.29529235,831.674638558,1000.26136769,714.197623253,885.976908533,1144.16077386,1401.18870877,1238.16334111,1433.89520828,1439.01200958,1078.25352852,1195.20474265,1297.54214412,846.658309469,1082.97946925,1454.0132956,1057.70587036,1213.26380799,1220.73241989,1101.39558047,1038.04842557,1117.23829676,1076.3098049,1266.41244949,1269.23234924,903.19988866,821.536181137,971.513975937,920.721412603,884.190441733,773.799863593,709.938273917,746.214530948,708.274406997,791.380501954
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2194.13571716,1895.16623761,2103.74984319,2021.71989384,2267.57038911,1784.13283087,1711.93645924,1737.85148412,1650.38329359,1636.35479171,89.2970868534,63.0170395431,99.2451134278,104.235861141,114.284807097,770.158160377,859.902284472,623.419983915,867.301224374,803.165614095,685.711927343,704.286624168,867.323946849,594.358192448,724.990098572,976.747215742,1134.46057093,995.654427334,1151.5874686,1176.25111843,915.604015589,957.918335182,1041.83848264,746.600535199,889.421266105,1174.92282787,871.590402101,1021.36447851,985.921118441,932.916741621,570.008480599,635.740681397,601.03793542,718.201431716,721.1492746,771.424171875,727.722763387,790.461497389,769.910893026,765.906733823,657.021492684,606.602021425,670.524005475,597.864521785,689.08248453
