tree.0001.01,tree.0001.02,tree.0001.03,tree.0001.04,tree.0001.05,tree.0001.06,tree.0001.07,tree.0001.08,tree.0001.09,tree.0001.10,tree.0002.01,tree.0002.02,tree.0002.03,tree.0002.04,tree.0002.05,tree.0003.01,tree.0003.02,tree.0003.03,tree.0003.04,tree.0003.05,tree.0004.01,tree.0004.02,tree.0004.03,tree.0004.04,tree.0004.05,tree.0005.01,tree.0005.02,tree.0005.03,tree.0005.04,tree.0005.05,tree.0006.01,tree.0006.02,tree.0006.03,tree.0006.04,tree.0006.05,tree.0007.01,tree.0007.02,tree.0007.03,tree.0007.04,tree.0007.05,tree.0008.01,tree.0008.02,tree.0008.03,tree.0008.04,tree.0008.05,tree.0009.01,tree.0009.02,tree.0009.03,tree.0009.04,tree.0009.05,tree.0010.01,tree.0010.02,tree.0010.03,tree.0010.04,tree.0010.05,tree.0011.01,tree.0011.02,tree.0011.03,tree.0011.04,tree.0011.05,tree.0012.01,tree.0012.02,tree.0012.03,tree.0012.04,tree.0012.05,tree.0013.01,tree.0013.02,tree.0013.03,tree.0013.04,tree.0013.05,tree.0014.01,tree.0014.02,tree.0014.03,tree.0014.04,tree.0014.05,tree.0015.01,tree.0015.02,tree.0015.03,tree.0015.04,tree.0015.05,tree.0016.01,tree.0016.02,tree.0016.03,tree.0016.04,tree.0016.05,tree.0017.01,tree.0017.02,tree.0017.03,tree.0017.04,tree.0017.05,tree.0018.01,tree.0018.02,tree.0018.03,tree.0018.04,tree.0018.05,tree.0019.01,tree.0019.02,tree.0019.03,tree.0019.04,tree.0019.05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1942.07790681,1935.29857848,1887.11523416,2103.3658362,1684.87697142,1593.79212266,1642.89497538,1539.28416453,1533.01223371,95.2108171094,67.0004578728,91.6362550974,109.838212965,118.489434261,769.081129143,828.527689004,634.770823002,852.899106154,798.151748789,690.634407413,694.896705149,845.209795912,588.245747383,744.868690546,995.741704935,1110.16839674,989.000576857,1099.13326452,1190.0587269,930.354099848,930.838015632,1001.4860068,744.041206361,886.172162066,1159.74676247,871.249831382,1016.66510153,954.19704584,924.707008211,405.090298427,448.997405857,425.108094927,504.089240266,514.336464234,781.04773227,730.698692298,743.729243284,762.072941451,758.33949129,648.911604759,574.342080016,663.422615852,605.717753377,692.442218969
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2230.38506569,2050.71419089,2285.03703514,1800.0218751,1735.67006845,1762.91550997,1667.89320216,1671.50754456,95.8538475468,71.6456621838,106.200267119,108.055862752,124.302443997,792.143731909,887.1095049,646.079280233,896.712840637,832.913344197,707.341997103,721.342391356,888.228476744,606.344818913,753.080384065,1009.0907549,1154.13301691,1023.08661377,1171.98575477,1219.39863049,948.596605765,974.03105988,1063.19766743,758.570587619,906.286347137,1203.6391976,898.109021812,1054.4409308,1001.9196006,963.891726409,564.893392196,628.296835234,583.676477411,702.997976303,706.300271704,810.031841105,761.302630199,805.700842495,798.445365625,780.02107006,677.473833371,605.05519348,692.839590329,625.78256336,712.463901828
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2089.77043752,2225.11100722,1762.48691766,1681.03976935,1732.88340268,1628.47950929,1622.73607734,105.703685246,74.6237405549,109.673492779,113.85250567,125.511044948,800.654004724,885.575589377,665.423334252,900.495367432,831.89700306,717.848353881,736.995945297,903.747090713,613.459359105,771.040375003,1017.6298464,1164.05062631,1018.08017573,1168.72030478,1225.51572899,966.639411489,974.452083135,1059.50751876,763.096125548,914.454619456,1211.18581961,913.967104756,1061.61028877,1009.87420281,973.64730095,486.324647128,544.123424006,511.691536216,606.293485909,612.815194807,814.636659694,772.507812733,799.780142845,805.540358532,794.133459054,700.25675047,617.218190853,703.009901521,632.522578617,733.081813312
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2617.87532501,1976.38508056,1871.00423622,1925.36948502,1811.59643868,1817.72157549,104.295486226,73.5670698611,111.93311684,117.419499911,131.350074022,857.357671983,949.376766907,702.650150748,951.097155669,884.769145582,773.516555471,796.532052608,951.229735858,658.623012158,830.471312421,1115.75566183,1265.42761851,1106.2075417,1275.18374559,1325.91260949,1036.8532656,1055.37889848,1172.41018844,820.010784652,994.086241489,1315.56368829,984.543396425,1156.68765626,1098.29474474,1036.21819605,572.477215193,627.267174527,598.767335027,711.925146577,712.957090963,863.954870868,803.683573742,857.398929695,860.91268956,837.624145198,727.95575866,647.920239909,743.17624706,671.824073234,776.574183024
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1683.66000395,1492.25548245,1539.67377709,1449.16872996,1449.09003868,93.2925292247,64.6389466224,92.2058279602,104.46372798,114.352492446,730.216651345,789.711961144,598.977091544,808.922869843,745.590336653,656.254067982,671.615262126,805.246401683,553.206026784,705.650087155,936.028953493,1049.94630817,921.207704883,1056.34023185,1101.19398609,871.764350184,869.799549107,968.646274772,700.430637333,840.720747919,1092.53864515,832.848447611,967.903497686,905.343427938,866.475787557,429.257262553,479.650511848,447.267831879,532.65372915,536.372459073,731.958049582,695.657387795,714.257059497,725.704470805,717.009347462,635.290496716,547.856562625,638.413316471,575.698757586,659.257611527
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1542.55169723,1461.26714601,1386.7753413,1375.99804384,88.8788618751,66.2145772586,97.3018615783,103.11082732,110.45678723,697.190392433,773.319817038,576.583847532,777.021361014,722.089873004,631.461525292,637.487512868,766.49512954,535.17343769,654.941992674,876.439786409,987.469246428,884.329394879,1000.19701556,1046.30721514,835.366554353,838.579124272,916.925240148,666.130220248,786.345047792,1027.51760961,776.181156209,915.270639632,877.328987512,841.332296535,432.226075376,483.102855059,448.549326105,529.499461986,538.919618141,722.295104866,671.019881675,710.380691022,700.579514454,694.507685207,604.284898942,539.499400712,617.146658243,559.027188054,635.807123348
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609.71306109,1424.67252178,1413.52473506,98.2563325111,69.5067002282,99.558285642,106.076664663,116.182802292,728.002703267,789.711733076,612.817359694,803.333502164,740.078257461,649.494244715,668.37469728,802.84334671,551.935236238,704.805347862,928.290427105,1029.67127898,910.269954059,1040.13476204,1085.08796678,869.384219931,866.249700301,955.272317778,691.703927883,830.307060256,1080.6925664,814.593636354,969.456583365,906.089075724,868.092332727,416.509128651,465.628715634,436.432396697,518.090621874,521.182528354,740.14450062,689.516326761,714.252921272,733.934988972,710.210361836,628.768759202,548.902166789,639.017857384,572.921523188,659.96416744
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1472.92856276,1343.05066685,88.7708024525,65.6882086968,93.292497012,101.057077826,108.86680844,701.259523359,756.498999609,584.753871059,768.290270788,709.515643135,623.734491521,650.899281585,784.73745992,533.473382751,669.933718955,887.440435641,996.554629424,861.374146576,1004.24547426,1034.30532674,857.093266577,837.679071074,922.848796499,683.998543496,792.278174099,1038.94555674,787.102108544,925.543401846,879.100288827,835.235616402,416.191022396,454.792835154,436.406760518,512.832830496,515.217516532,713.555055854,682.542875493,688.549435487,701.32383277,695.632904022,604.95683056,547.643830064,626.519256076,548.474580316,638.603103288
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1431.15601257,84.1303638716,64.4068732101,89.2468650901,97.080384205,107.061495943,677.804857231,743.829128769,566.8146791,752.087627288,697.759221616,608.150252226,621.556263327,746.930256352,522.531255999,651.118055762,871.548377771,973.70884497,846.321143509,982.757189041,1024.93698002,810.764411599,817.363907349,899.431536859,651.692382219,775.281410069,1006.64428906,766.914285047,905.709256448,845.146687975,812.600679588,393.714142016,444.550765926,414.964066408,492.402224279,499.695025985,690.246332558,661.402944708,670.912868166,686.517782507,664.191692567,587.109996063,520.9476108,603.460950635,541.622765453,609.211156316
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155.863328427,33.1653228078,37.209450941,35.8699575878,34.5098647517,74.6086690722,75.7594627392,67.6297425561,76.2280795843,72.6353186704,69.2404034304,72.4573903323,82.3701942085,61.3776882104,71.9532300137,79.4230461494,89.569576567,75.0871263759,79.8819139008,88.1073619015,88.3955224172,76.4211898151,76.8497095292,74.1859373396,74.7825919428,85.5090808487,78.7142400935,85.0430269273,73.9935131805,79.6838159609,28.1278093566,27.8939235602,32.1277953694,28.2754637074,28.4271735738,76.5250020645,72.5119488761,71.5247857032,70.9999801404,77.3305068358,72.0778858215,62.4477460275,68.2877231763,68.9630989338,72.4343726835
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.26013645,33.2811088964,30.8295546134,33.612405533,57.9231571538,62.58195812,59.4569367099,65.5487639867,61.836487238,56.840669127,57.8466953409,67.4965035928,53.3250860902,57.1654329754,59.1595019277,67.0796404969,59.0344950168,63.9718962936,69.6943135485,67.2556502911,59.3537526421,58.7899688095,56.3716058809,57.476205119,67.1060613272,60.3183824411,66.5100310001,60.635872131,68.7938074048,39.9626376369,41.0795262659,41.9448972901,40.645185673,37.5089677209,66.4513050014,62.7080992997,55.2076095681,60.9276380507,61.2341362644,58.3812185776,49.898673854,62.2427458991,56.2038740919,56.1277815212
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.850325634,35.4798224169,34.0658755641,63.9027305609,68.6487425088,62.504699871,71.2037927309,65.6768977205,62.3085190342,61.1585013938,74.4233642004,52.5596137724,64.4166397107,65.9984193312,79.3969494189,71.0787583294,77.2813977982,74.813484323,73.9290813729,69.1496772713,70.404518555,59.9911177175,65.4070283672,77.0911338259,69.0472774137,75.2520615253,70.2173363636,70.9444568687,46.2054797495,44.7156096103,45.5194415401,46.2489356243,45.8611309075,66.4294661799,68.4746965641,66.5031803287,69.1244589499,67.1026143979,63.0995120093,54.1558420977,65.0222308234,63.0596855504,59.9896443902
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.491352021,32.1455980915,80.2915355505,79.91778137,74.9217488018,83.4743695248,76.5020041128,74.0660289351,74.4092103029,86.183964811,61.1751660267,72.9359720681,86.9677917846,95.3696059641,83.6426353163,90.6075220022,96.787128981,90.6665939132,81.2024530993,85.0040168728,80.130422416,81.4451256862,92.9265978352,80.8118410306,94.344737766,86.2456211847,84.5051390769,27.7662153235,27.0547197329,32.9422039171,27.8334140065,29.1223540755,81.818639802,78.4917080085,77.9881040943,77.6272744944,82.1225289245,73.1848174816,66.3394833877,76.2125843984,72.3038313342,74.5990954269
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.134225558,76.6296042009,82.7233294731,72.8556040516,88.2327773471,78.0248215883,76.2004416485,75.3917431513,85.9078247709,66.0821382566,76.136104087,87.3680404595,97.7140325136,85.8405748511,95.4974320581,99.2442111256,95.5013954995,83.3686408824,89.1553025222,78.0280274483,84.0732903038,93.8043494214,82.1155778582,91.8511780198,79.1326840921,88.6645448135,39.5007330032,40.6120962212,40.6094096353,38.5709920463,38.3147846382,83.650190452,78.02271463,79.6177124995,77.1969502663,79.6089929118,72.5638870548,67.9928701886,72.2422420346,71.250984042,74.2568317688
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587.250435121,491.252735071,414.018873385,504.223140122,464.39435365,418.793187566,429.089742585,505.919214128,352.622035575,426.100641515,563.200391321,596.559765292,523.206161255,593.692103962,632.33244733,539.76315247,500.551376803,556.700475082,440.295721156,484.46590129,614.005066147,484.319479934,590.994048841,532.448524028,537.096833451,132.419357621,151.61886159,142.089870092,161.025967225,169.080542278,483.146005296,460.997687611,448.37443837,461.186812466,476.568395776,413.592118898,373.424586504,435.712570431,382.248294906,433.639830805
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641.221659275,416.960200378,533.064122276,490.471109328,433.594411844,452.893346908,534.037244276,374.961498082,447.021295336,571.948023262,634.179440438,553.703305325,624.230948701,671.888947626,569.448513861,516.601489756,588.285920137,446.814432381,499.876000162,647.330561257,503.914149213,628.009909191,573.718163811,570.37544692,178.970571497,206.277921675,190.811053412,220.220225903,226.356999148,508.465909357,486.99097484,471.747924028,483.494535226,489.599372825,439.104942242,378.137436527,456.087736439,403.687479916,456.870874229
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473.934927923,433.795554303,401.365515996,362.139126165,374.63740859,448.060951635,312.348108003,377.948667442,489.540972297,513.342869924,448.616560721,503.453726219,538.074052653,468.366624203,430.747493955,472.291861717,386.802904584,421.927546358,527.669392031,421.843633386,509.058995565,465.167311489,467.928055748,120.119095395,141.49868982,131.3395086,138.064462808,146.547854615,411.985284394,411.135055923,386.575559595,407.612269051,409.068968037,366.529197882,322.086487429,381.709359791,342.725987599,381.244515151
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650.146229047,500.411648366,441.799693944,457.12330401,549.881141372,384.375746363,458.688897988,592.770345823,649.857780093,566.302775616,641.859017163,679.99691111,582.856497439,535.594299597,590.193382046,462.511736339,521.77074613,667.631947348,526.409660223,626.489698921,574.194710138,578.728955525,176.812885543,201.628250227,189.292803751,217.10466759,223.703808987,505.56879633,497.321621786,482.525280527,494.851979483,503.234364928,451.596340694,393.432381488,461.784030889,410.295491503,468.845110625
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582.225490328,415.800677276,419.582040718,506.698206411,359.290831952,432.694036939,546.622041753,596.331012697,524.341630116,582.59675939,635.534218308,535.982291886,501.326369976,545.282635314,433.530405965,483.112181792,622.951892984,491.144922711,579.586908417,531.371640828,542.652554187,169.733463504,193.992543781,183.487621419,209.535025529,215.75839363,480.009273577,461.480367023,432.694007381,451.144969425,468.179297612,418.438097939,366.519753284,429.413021032,392.350932671,423.686650286
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490.429393363,382.815912453,446.952546566,319.954548856,378.295790381,503.419579467,526.358183802,471.56221466,524.120927909,559.132167239,484.746901346,433.696713787,494.552467175,394.337555246,432.151288391,555.380184544,433.115695486,518.633670486,471.233135754,471.130314608,109.837692507,126.838792641,116.506748366,127.585500079,137.350900069,425.861456159,410.840255053,399.985761583,401.954402489,417.622779741,364.614651094,317.812671242,381.445176929,343.581415443,393.605862485
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510.436729754,462.030059732,325.897662649,402.147420055,514.441217212,548.152614394,477.451764544,539.864327013,569.01320239,491.341848056,452.314394207,513.856873611,402.938015317,444.808460223,567.974708935,459.936551796,536.39796691,492.654190712,488.561384822,142.999386121,162.285550647,153.156632371,172.015640655,176.935318308,437.115228671,419.663291293,405.765521214,422.3576967,420.975365927,381.556797998,330.811681597,400.933045979,356.106060709,404.333818152
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688.903906884,387.190095705,469.751390348,606.277625707,659.249297068,568.367699042,639.920562381,688.328278833,598.285545562,548.257400317,600.069427765,473.562433527,522.339296356,687.885906382,540.278520324,646.450945476,596.361743109,594.778900771,178.239372047,203.598294749,195.365590513,219.259956341,226.157519695,526.163139528,506.437297356,479.252013336,501.573024225,512.402635746,455.250345527,403.896695297,479.916324682,413.801880679,471.581720792
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.906547065,336.516581169,417.959317067,453.356092558,393.564745073,440.578473418,471.570281683,411.01318033,380.927936235,415.652324153,334.851378683,368.791890934,466.981399353,374.76855879,434.682653424,406.733143355,411.460606312,132.181134077,147.915453231,137.333276693,159.163335182,163.687249019,358.478145525,352.104737588,332.46815089,339.881281002,359.202633058,326.783014997,282.01359146,324.885315777,292.850472884,333.969161206
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533.162242115,515.279999891,549.309792396,480.413871571,538.979414008,581.719267748,504.342181011,468.50167627,517.942420282,402.92675356,458.554899714,582.028650075,464.926727528,545.718190377,498.25301348,491.362899542,150.582825829,167.009010724,159.842786582,180.923588199,181.274885906,439.592243425,422.899711092,386.338424625,424.169729021,417.488572636,389.573807544,324.389398102,392.472431505,358.097367336,401.374323084
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808.991366487,739.59863782,641.030197891,732.198327185,784.850292323,660.654978184,613.523485257,680.38539863,535.694961488,598.468826808,763.931012233,594.205311196,725.562293715,650.56528755,642.130619324,129.704297752,152.535349675,140.033346387,163.386996035,170.628564335,566.891985247,550.107433795,521.229526875,551.7894839,550.262905347,479.522298629,422.786675517,515.545447013,452.891219032,511.648765898
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900.654904712,692.909594071,796.483671711,849.425651279,712.79710739,662.274878091,734.268329531,572.290854183,639.074937814,831.250761153,651.952985056,778.091737396,703.614698567,699.670352847,213.21692557,243.066628482,229.964851162,263.600719386,271.487347871,604.943980805,594.007291392,574.027884765,589.825870259,602.769395184,521.793977862,464.109999895,549.916802941,483.270819706,553.774458504
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714.582403027,682.54537336,735.415581621,611.057362893,577.649928107,639.131388864,491.255477445,557.524450592,723.122563578,557.443964766,667.590070579,614.69790576,607.21742957,184.338684616,207.108284616,192.263197474,220.727752536,227.82006039,536.569527133,509.500132201,500.933692394,514.850921494,518.042005357,455.016265171,391.26071001,475.45751717,423.646557207,484.014183039
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900.29013829,835.697380277,693.945136414,657.403080258,735.082525601,562.233452195,635.012393636,811.248421061,639.817450932,761.571376056,702.196867284,685.251126239,234.756521318,266.677917561,251.19305638,290.36802406,295.291932192,600.884818704,577.43810517,578.587562671,593.447555541,585.030852521,515.898683672,467.707870691,536.878454339,468.284220368,539.163496683
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020.04765289,741.883929655,705.056366612,771.990691959,591.61506167,677.962185264,875.34018053,671.491546224,823.910559203,753.110360165,740.166403636,201.039416337,234.054403084,219.415181124,253.941064586,263.035986998,662.071685408,620.400805199,594.054114272,622.689811683,625.954032295,555.296848796,484.265261547,578.204318589,510.858652464,578.056003068
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746.194021646,586.949141344,649.067293178,518.135399165,565.163233029,730.98030574,579.223114885,692.140674618,624.515379958,620.274150205,164.503596713,184.422165688,173.210834132,194.109532902,203.091490459,562.869940769,540.392772997,514.894374379,527.015763003,547.550520219,480.983338692,420.919724288,500.810778384,437.793143774,508.383670397
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676.490564842,612.67915204,482.488875421,538.037241052,687.351365511,539.535134231,636.391795635,596.015087804,576.487445636,219.525256908,247.228683376,233.080594761,270.48439864,274.268192978,516.289508799,488.066793971,476.884902649,495.7054949,502.981735076,443.391455896,401.771293977,457.255135672,406.177776148,459.690831274
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795.187577634,524.687714059,591.592811387,756.482496752,591.330417499,721.965830878,657.64907273,644.556386161,230.8090132,256.915497017,243.811770411,278.86106993,283.14694341,559.105654821,537.786770286,527.96885009,542.494053462,549.715598871,480.678342238,425.259779883,504.998535466,445.749102028,508.477003092
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548.886401294,467.63907793,577.644161541,467.249917863,540.440702102,497.952464005,491.843450058,128.083717954,147.301079593,141.217045314,153.616491648,161.946962473,442.425894946,434.440876956,417.609762127,429.51515965,442.605688495,385.381121584,359.87745737,399.788146815,360.515127282,407.541035625
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631.497694888,664.159700224,526.124004683,619.783039961,567.193233513,556.352683912,189.285790017,217.154965818,204.852520545,236.924473326,239.43053451,490.714894903,477.081806007,452.599025149,479.976139995,478.568775828,427.843561197,379.799196468,444.837809195,396.799607367,440.919675996
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966.055420574,677.379564642,804.508234809,736.263654719,722.501689773,222.176135497,253.235141252,235.430901239,274.089626597,279.825485376,631.587560541,605.457587606,579.460634758,606.043243621,607.29536483,545.09344837,463.245750999,568.040771603,493.440464305,569.499413396
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647.694196707,626.655450537,568.889265987,566.884231692,154.783148856,177.604180041,168.077054226,193.058137191,197.191408988,501.82509043,483.090091384,462.016649035,480.644424643,487.528308236,438.715991233,379.335403582,453.680464941,402.736126756,448.7476802
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,876.537234969,695.500672816,688.926654758,175.138838718,201.770709083,188.836934906,215.80272784,225.01162171,619.387781622,583.239726708,546.136260658,581.144653451,578.462801548,515.304697479,443.581972679,549.881730623,478.19483613,541.251450474
