tree.0001.01,tree.0001.02,tree.0001.03,tree.0001.04,tree.0001.05,tree.0002.01,tree.0002.02,tree.0002.03,tree.0002.04,tree.0002.05,tree.0003.01,tree.0003.02,tree.0003.03,tree.0003.04,tree.0003.05,tree.0004.01,tree.0004.02,tree.0004.03,tree.0004.04,tree.0004.05,tree.0005.01,tree.0005.02,tree.0005.03,tree.0005.04,tree.0005.05,tree.0006.01,tree.0006.02,tree.0006.03,tree.0006.04,tree.0006.05,tree.0007.01,tree.0007.02,tree.0007.03,tree.0007.04,tree.0007.05,tree.0008.01,tree.0008.02,tree.0008.03,tree.0008.04,tree.0008.05,tree.0009.01,tree.0009.02,tree.0009.03,tree.0009.04,tree.0009.05,tree.0010.01,tree.0010.02,tree.0010.03,tree.0010.04,tree.0010.05,tree.0011.01,tree.0011.02,tree.0011.03,tree.0011.04,tree.0011.05,tree.0012.01,tree.0012.02,tree.0012.03,tree.0012.04,tree.0012.05,tree.0013.01,tree.0013.02,tree.0013.03,tree.0013.04,tree.0013.05,tree.0014.01,tree.0014.02,tree.0014.03,tree.0014.04,tree.0014.05,tree.0015.01,tree.0015.02,tree.0015.03,tree.0015.04,tree.0015.05,tree.0016.01,tree.0016.02,tree.0016.03,tree.0016.04,tree.0016.05,tree.0017.01,tree.0017.02,tree.0017.03,tree.0017.04,tree.0017.05,tree.0018.01,tree.0018.02,tree.0018.03,tree.0018.04,tree.0018.05,tree.0019.01,tree.0019.02,tree.0019.03,tree.0019.04,tree.0019.05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.312007788,35.7232698516,36.2045126532,37.4658541199,39.76327605,93.4820953389,89.6491389814,99.7258909059,94.6493592482,100.535114723,96.4170762167,102.673451777,95.9372849298,108.750962452,87.318125328,189.878927531,196.338206126,200.248548761,188.11000793,200.91786253,142.275636255,125.374782134,142.482565784,140.331301142,151.793483525,124.426672564,125.990442,130.298987247,124.919087384,122.284735948,28.5116988996,24.8336112434,29.3249476216,30.3756262627,31.0529106546,88.860301941,97.6774983558,83.2991207727,97.2648361366,87.8174937493,79.2064275866,86.8675267714,96.0694166925,73.997678312,82.4160322427,92.0131813525,105.464356713,90.5977674772,103.486226203,106.245487541,96.3113511753,95.1962847925,100.735660007,82.004210518,89.9696880977,105.700869894,86.5490608833,103.183607776,101.60566765,97.6044548913,84.6234207468,88.6199859662,88.3942447497,95.4123341229,94.0768371428,88.8427466205,89.9771076852,87.291189551,88.9014538013,89.3417575926,82.8059028099,80.7320673735,82.4043579673,76.0659433193,82.2475080366
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.762307087,38.6696989179,32.126966727,38.3654773666,93.8378562567,92.3392418703,100.739061137,88.5918890504,95.7619621976,95.1027576405,94.8683827285,100.32670755,97.9449442096,87.2773409288,150.466076886,158.43523189,159.174011168,153.171577231,160.807467253,130.519795156,122.220221533,130.995382179,135.525511609,137.364498511,122.470476105,119.593091553,122.04499058,122.749571888,117.029124371,26.4378907893,27.5952930419,31.3637666197,30.7686866809,28.4039550727,83.4558968427,88.57862427,84.9037293191,91.8226251592,88.1451757697,81.1593837668,79.9645923251,98.2190033021,72.0392846122,81.8867839439,94.2893676033,106.531178328,90.5927899918,106.020313147,104.455252778,96.9580543256,93.4645964442,95.4983981716,84.6599788543,90.581959805,103.803039352,93.133108901,99.9544152135,97.1542921468,96.300022769,55.8210853129,59.0985372112,56.6115105016,57.6612887999,59.9398725299,83.7892627804,91.2664331069,84.8436941507,89.3592017768,91.0278618985,82.7574195463,79.3953623248,82.4637662227,79.6170881288,76.5363317865
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.157564035,32.3348598073,39.6802092645,85.9704720128,88.7177617367,94.1540465048,85.9882207581,93.057246768,91.6204752973,87.8642912179,88.0077063354,91.9961292569,80.0612448127,121.524417812,126.760610748,125.479505069,126.546148159,128.972815881,107.916582818,105.845302127,113.152952492,111.501461758,115.44516264,101.566511208,105.600550808,101.147495573,105.625726177,98.3888284486,29.2923837815,27.7371860637,27.9488997727,30.8040251834,26.0541338253,86.154615652,87.0374556355,81.2852528209,92.486389913,88.1222207103,82.2731645187,87.6610485815,94.521185577,70.4047398587,79.8289582131,91.1451171965,97.0569677197,86.4090992993,93.4988518698,96.5791720268,96.9002832315,85.2958451416,92.7374832165,80.314035842,80.3201891279,102.913965069,88.09967021,97.35186838,92.34725539,92.8159147821,47.1680494955,50.7684904044,49.9989487829,52.3851841721,52.8865944061,83.5377278404,88.4528711611,81.8369970361,83.6984772032,92.1151768685,79.8860040793,73.5210654963,84.2039202845,78.7459426226,81.1635652961
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.280998445,38.1320414755,88.7571463275,83.1513228991,91.9666126617,86.8242495298,95.8368073824,91.5108492011,95.5330709716,93.9496670374,98.344636262,86.3748757268,167.697869787,175.592027293,177.76780241,172.607395058,180.173805161,135.804780839,125.556056442,140.111833489,139.913073883,153.405948006,126.113160403,125.48294742,124.502259081,121.782436291,118.781884277,27.6759738954,27.4194570362,29.0996476633,29.2006393482,25.9767321178,79.4551703419,84.9479687807,74.6467136924,86.5889029738,79.3368731411,76.7084987168,77.783951408,85.6860884325,62.9346707266,74.1264964007,91.8781572164,100.293933817,89.9981744498,99.7824100664,102.348947836,89.2082458941,87.3606416607,94.2711254658,77.9007406781,83.9637365409,103.666903894,81.7679056444,97.18407496,90.6766028513,89.4450198683,70.5108608494,74.1997992531,75.2901239614,77.2064347408,78.4944796099,79.7595959477,79.1028277052,78.9761390051,79.923195216,81.3064467669,71.6819020992,68.5096528917,77.427246326,68.9284407238,79.3404340639
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.086031365,84.1739834072,87.6748688013,89.3543434841,89.8386612939,93.9407737891,97.1838346023,93.4476386844,90.112248753,101.696919356,89.0588443548,175.776266242,182.651168707,190.312407439,181.927586145,184.413930114,136.261014866,121.828691725,140.696537669,134.272968436,142.802116059,116.703407367,122.451632047,119.831016913,119.050341542,115.501291628,33.3307201136,28.12362693,32.9115267938,30.4205913988,33.0096444005,83.1475064335,88.8303975686,77.6470472018,91.9404579391,86.8837956707,79.6262156615,82.4298824187,93.4693090014,69.028472633,76.3242643887,89.0575154354,101.435384173,90.2232764771,99.9819798892,98.6701780062,94.2628124613,87.5588350523,91.5715416253,80.4859899934,84.6028461693,102.907341567,85.9702710634,93.3228364137,89.0166868442,92.1594146937,70.0136864594,76.0029782676,71.8567888641,77.7936712186,75.9270912979,84.8833514468,88.0523142228,87.4013436185,88.1076076779,88.3878691117,78.9305828181,77.0676708509,82.2349859874,75.6080632414,78.8237228763
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822.601488183,588.0472561,662.317272272,612.631365177,672.391510199,555.851833735,581.674047652,644.807926927,602.345706252,533.435395191,1074.38880545,1124.46373636,1105.24381875,1058.11193647,1158.72860998,980.777419998,1005.21884844,1009.96324163,1030.57070178,1124.55886734,939.060618964,869.765275327,942.781470092,903.507718029,874.282423823,68.3763139778,47.7416331575,57.8190898107,75.1784787819,76.1525132922,536.06257809,554.473838966,461.742167321,571.694435984,524.360367057,469.141582357,490.800560656,593.201248566,401.286493212,523.643019844,685.768082916,718.753319151,623.137389343,709.525335334,770.878730023,642.298532793,604.763877893,665.207011183,511.074393426,592.309128202,764.149752087,592.918412138,717.588738549,643.966784008,625.47173474,152.887187829,176.490923564,163.911345066,195.279643519,198.194880939,555.229905544,529.648191512,488.536153255,534.502996933,524.11300313,473.103932927,400.385111913,493.754956901,427.659955605,501.636044395
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613.867082814,554.897658861,521.955383626,566.782443216,478.570085367,502.369057905,528.69181158,507.054125014,462.066856389,901.163665756,943.71910563,941.222930457,909.114460663,965.187401129,834.432118071,812.986052665,845.963847184,857.700878477,914.803013801,779.339867314,732.370682903,765.809094296,759.180034426,720.263177453,66.6409839438,48.6413512679,55.4813076065,69.6859925631,71.9188613559,472.440783635,484.609179909,408.050252901,503.488892964,459.718557063,409.149244642,433.14338934,526.028778814,355.240062608,436.799430606,571.821400076,621.056508624,529.077670497,612.649601478,638.654502323,557.719122843,517.614798819,566.497428206,447.557719693,494.153048573,640.992384149,512.13402344,602.890270962,547.25056411,543.362963254,159.866989758,184.425978746,172.81738029,199.843430222,207.475794158,480.945039246,463.416251496,454.480818827,465.350055325,471.633370699,416.030413613,374.153490292,434.188604505,376.477357265,442.557360615
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737.306862655,576.291368948,635.683419939,524.169261607,561.945382914,603.946365842,574.386700742,501.365784637,1097.09817537,1154.68044001,1146.66364604,1087.46050244,1184.64347932,952.580523647,931.780952029,971.1501772,981.739280187,1077.5368146,898.413877136,830.478362142,881.990470068,863.900744142,829.888441335,66.1975644129,50.6128400103,59.8524305782,72.9019089671,73.6330528784,513.540870419,529.18058743,440.797296901,553.345309065,505.27246418,441.894893985,471.584117458,569.334699292,386.957259118,486.855963669,636.138357465,684.1389426,583.728689947,679.774641787,716.653564179,602.712471106,572.227045449,633.942185834,478.120255909,558.050507007,717.708216456,557.118693072,669.027026416,613.743931262,591.453324064,223.248269728,247.333280708,234.432067264,275.917457665,276.864122765,510.664482553,506.470835751,470.137294104,507.654806495,503.365909206,452.817435625,394.976971544,474.301716756,407.11519156,470.736479067
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660.408732879,592.392264607,490.058758474,533.032647658,562.440781084,547.301616878,486.036679262,1023.83692775,1058.6422536,1075.18684507,1032.18770029,1095.93548554,901.290364421,898.418178769,927.321304775,938.147851795,1006.40582586,840.907261791,799.955764742,833.057037628,802.491003897,774.032795742,64.593830457,50.8818536593,55.1967970435,70.8100280209,71.832045591,486.517471919,514.489509197,423.314239882,530.002732848,483.506390496,434.062197781,446.013953599,540.208131544,372.88045348,454.445949149,599.541049724,648.254773434,568.06370058,640.974867853,686.301420108,579.467828659,533.482844024,592.870389077,457.611610225,521.382355105,676.459569787,521.101065478,629.633582244,581.526694867,574.41357171,175.167054633,201.686717374,184.862913444,212.920081659,221.671539653,498.767541997,482.104874149,471.373129291,484.743873077,485.693046254,438.488366088,375.514578922,449.758925267,392.798634887,464.650424174
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,778.383451151,547.396438635,593.924542751,619.608921835,599.967794483,527.098756377,1181.35367114,1253.62420046,1252.56902205,1217.16408207,1294.2926328,1031.06033925,984.270582962,1052.38784009,1048.60627434,1151.0535117,960.186897296,900.511453421,947.272433267,889.073198681,882.116050302,70.2741319878,51.9387790751,63.6289226562,76.2707838576,76.1850748133,530.653428357,561.055874212,449.684429908,572.150467574,525.041891299,473.107791929,487.753864672,576.050474472,398.069028273,494.950011761,661.698529221,705.795039546,611.785307768,719.778897277,744.814713101,615.835413125,591.301940987,666.285067123,495.714133243,577.091579403,743.517851807,577.208654393,697.603525871,630.271204651,615.87059924,213.575277324,245.703892652,223.97216145,265.187750494,270.385106735,539.698590855,509.453957024,505.912383131,525.122923117,520.557068975,464.4092509,402.90228226,481.86687104,423.247557981,486.309290477
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623.742446152,525.107617249,541.821366596,555.753182202,481.034123216,997.411842391,1052.58598336,1056.17084368,1010.01865632,1079.70578781,851.19458634,807.03278675,873.101040949,864.012468901,934.702628726,759.478975284,748.04492295,779.00253866,753.70219087,727.506568862,71.8956529375,58.8545388962,69.943661519,80.5319039452,80.394936324,447.061423287,471.71497157,374.543483287,478.829439784,444.987284927,390.050158821,397.951538596,490.825553035,325.044440489,409.313784548,540.588157619,597.226864144,499.842960619,589.78920238,621.601077994,533.728929325,503.546778083,544.892355878,421.761516313,470.958418557,611.266287799,471.47381406,583.00335534,525.188008808,513.581157717,189.422927846,212.314239802,202.417300253,235.420947761,236.181524804,468.421277486,434.161600447,431.501444132,445.597854018,447.6884765,389.704597072,355.594982563,402.480287553,354.90332673,404.788632493
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677.922192274,582.971144446,600.832179648,503.705778299,1189.82855948,1245.09236676,1263.96817181,1217.66505694,1298.68850292,966.457066243,907.505236095,988.825266501,996.041001081,1073.70308806,872.251902008,836.710004098,864.983425807,825.470048721,811.539949223,72.8467183151,57.4270758928,72.7938888602,77.0937883311,78.9337056187,458.853110797,508.622593441,392.035900243,515.312718848,470.667808883,413.944096812,426.696023079,513.085336167,348.267463425,436.239614028,561.515948938,641.586284977,553.211636037,639.744501913,664.244364947,556.513475988,530.518571861,585.649864362,433.572078222,503.243419159,657.427612182,509.369193831,605.250738536,562.317954902,546.701995162,236.808858309,264.281348504,245.811790211,284.636801018,288.860313665,479.776736811,454.132978372,459.644555547,463.751408905,461.979999185,421.154636994,360.174461642,420.51882049,372.963115134,436.363747072
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732.662121814,614.235227194,523.975717538,1166.26134765,1222.52620212,1224.30641219,1171.42456016,1270.31201838,983.392184384,975.45936642,1022.60898451,1022.80876397,1116.52015561,915.171899883,852.047240009,913.966810019,869.111240874,844.653938009,71.0903130161,55.6415274892,71.1508797433,78.8827591056,84.1129673536,487.498691243,515.454150672,419.789003942,528.757491015,481.779895873,428.995955876,450.717615056,545.732938491,355.97920027,470.423617456,618.082264072,671.175174756,578.222280199,670.092376243,706.667420329,585.440152017,559.114829093,612.897883952,455.009256247,542.310422628,697.982431974,538.394310297,651.425627839,586.472732548,568.744055712,204.281935126,228.113807088,214.266540808,247.121834257,245.446258471,497.704061486,473.986131903,456.522071934,489.787387746,477.350037307,425.395943731,370.605493624,448.251870494,390.337809356,443.563999633
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753.29694516,529.939880758,1222.56787684,1276.49494324,1303.43548749,1243.7355963,1335.15662028,986.281988212,964.956623667,1021.96228927,1030.40670106,1101.37028774,887.865033489,862.147995006,899.846860916,849.105507398,830.947723156,80.717304678,63.4193754771,78.4467591707,83.2137086295,87.0042679746,472.81186982,522.931432308,409.354348339,530.719942333,484.207060859,417.903916767,437.196191303,533.172985468,355.425237881,455.738634658,586.910902971,658.433215924,568.482148216,647.313671798,699.951722604,576.124937781,547.93531802,585.921851729,442.939007749,520.047330027,670.154317502,513.780886247,620.057171241,577.019796569,560.30505407,232.489597996,257.767454324,240.228891256,278.346118297,283.185404765,498.82589048,461.98839058,466.432858202,484.14371766,474.544123673,424.412376181,372.448516513,428.82744758,382.587673097,440.184280376
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572.942807558,985.373304477,1032.16974924,1046.62537145,1005.15874711,1059.19766081,849.85293841,821.987593877,864.121232141,864.616583828,932.820074313,768.008917919,742.363154485,766.759594748,741.097662442,711.456305065,67.5052892549,55.8505521774,60.8017017716,70.4396027115,76.2115314048,426.099441141,448.274501081,367.57003874,458.751667208,429.615245722,378.04223843,387.935753776,480.269898215,317.594615985,392.040605718,523.656653167,580.229877311,503.473210623,570.987303544,607.958672498,510.986637727,478.834204296,524.688081519,411.794305485,458.890972502,595.367263787,461.913242529,552.215137576,504.900207606,495.439066965,176.682463941,197.766092699,187.169482041,212.445331447,215.639500464,440.005776965,408.882918154,413.32551568,420.826541914,429.381988182,375.032419581,336.576963028,382.860958287,337.724813064,386.704995168
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000.23597321,4077.79056572,4336.22363643,4078.20917314,4395.23142241,2689.67980955,2358.24466947,2695.14610789,2530.77012574,2908.35806575,2195.64757952,2133.53365078,2142.57860754,2001.20918926,2026.80170955,85.8066790748,61.4570291253,113.328004392,94.0079148888,124.658719669,796.509996162,945.676429127,627.609123088,945.502101061,880.069234199,722.432794996,741.742575406,906.262145567,649.400069874,792.496401385,1027.65492511,1250.02775072,1112.85041524,1281.96233787,1286.04009262,970.245900394,1075.46162766,1157.10348548,765.634037103,981.18392845,1307.06408443,945.837960596,1086.34608564,1086.48723325,993.517436458,955.291737277,1027.65447449,973.403998306,1160.87186987,1168.96775929,807.150270672,747.631402202,871.664261671,820.020221424,802.142835279,699.619442119,653.917964694,676.293885757,629.016756617,718.997338129
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4361.72273263,4530.10748852,4254.55426665,4586.37132557,2808.39408733,2438.39760289,2799.26991852,2629.8420796,3043.92680997,2306.98987448,2218.36249236,2234.01646521,2076.48394627,2117.29657257,88.6706536336,67.1706469993,123.628208334,103.89359052,125.2533936,837.923847331,981.497039963,656.676533264,984.981149371,916.258072078,749.004813491,776.154965962,944.634493942,666.295881682,823.487303615,1080.0358379,1307.40473217,1158.9185395,1350.30637582,1339.422083,1008.39461518,1122.70525763,1216.14599924,794.907315977,1027.55645271,1363.31302848,988.810167604,1140.9682427,1130.72045163,1036.96641929,1003.9265219,1081.31724607,1022.32329915,1217.21851873,1214.3629551,840.372359863,776.892566067,906.444748413,864.202512445,840.653314991,726.153552018,676.790298532,705.699283106,653.779786636,744.966494254
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4935.72645742,4542.40168397,4888.00493139,2934.28151503,2536.72735805,2907.5809741,2726.56631878,3173.59714623,2368.65580073,2313.30456724,2293.84106135,2134.63882243,2186.22843776,86.4027999356,61.0189277444,122.733018497,101.669607031,128.097901073,839.17043427,998.527321275,656.066852284,994.564142724,924.548238323,754.353238621,772.368496084,935.678293659,676.933559681,812.919692339,1087.38225799,1324.1537881,1188.29281301,1366.97148355,1357.55593681,1007.2025302,1135.97732939,1218.14513723,794.20726506,1025.82273919,1372.30432944,985.49934559,1137.75746906,1153.33572662,1042.66904141,1023.02101733,1099.79763808,1038.48581032,1230.97384311,1238.98704952,842.723274492,777.055541018,937.979260689,864.437532405,849.930894398,721.0470441,691.48707423,703.323541063,661.298145294,748.523453314
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4377.38194528,4573.54911097,2798.78531907,2422.53161639,2801.19148169,2618.08046071,3008.11923097,2271.93259761,2220.78517277,2203.50081565,2029.90885989,2093.66339072,86.135889732,60.9659167227,120.675646107,102.175159221,126.578985657,817.788241388,964.366421631,637.954190049,967.110023746,900.490752272,748.981638601,748.563254746,905.960521335,655.49443067,785.781765803,1044.30709363,1271.7631107,1149.42291153,1320.53518202,1307.04996267,969.438158921,1083.96623807,1181.83660175,774.406085525,988.231180237,1325.81770432,956.829745718,1095.44764487,1093.61886469,1008.90968099,945.572933397,1036.06399455,965.208420642,1153.95304136,1158.96241772,810.420733301,749.470773842,909.244047752,832.353382958,819.790704029,699.323135553,656.182730905,679.732289037,640.792448767,728.323949262
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5029.28939115,2975.47334978,2592.5427729,2968.88114518,2791.11991779,3246.85190349,2429.7791917,2349.4532763,2362.15523619,2191.69629907,2238.71865418,86.1827916675,62.7419459493,123.819302024,100.52753243,129.259314189,852.978915355,1021.96992555,666.405818488,1013.85185917,946.505581564,774.354972493,801.275935097,961.272755378,692.182129085,855.864681537,1118.04691459,1357.41920363,1207.60723874,1401.29043266,1393.30294441,1033.84436726,1159.92625737,1256.81709375,809.084848417,1052.34757757,1422.32459672,1031.0048532,1179.76825555,1184.14407864,1067.12292555,1020.25653873,1097.0998949,1038.89827937,1243.15291538,1247.9940882,868.205321255,789.334917145,946.169779005,888.833271653,858.112941116,751.973116525,690.986678812,716.232198198,675.656510347,770.002207514
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2158.13667213,1859.96451643,2068.19284235,1981.82781423,2221.93701667,1745.13645553,1676.83652437,1701.82790858,1613.27372518,1603.13165581,75.8203718449,50.5846363418,83.9828518668,88.5154172913,97.5556665397,747.019943322,828.429514925,597.38848275,841.056656887,770.051773885,659.351979,674.518502459,838.302315979,568.317872653,699.235210554,950.121401532,1099.01137503,967.638137125,1122.81903185,1142.50405098,879.887302975,927.624707931,1007.35553774,715.750192641,861.571164324,1146.02238879,845.953837598,992.023467167,955.197014115,901.071938443,552.36244588,617.790615278,573.689679785,696.337588994,701.314389638,741.065495715,697.215791588,766.425464353,743.799773709,740.6345626,636.583524305,586.794851412,642.841657294,569.983921783,666.275139255
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1908.35324326,1897.66972512,1848.98161383,2058.68158333,1648.13407906,1556.81581524,1609.23872369,1505.20101304,1499.76697696,82.1031630059,54.3465131806,76.3066325819,94.210324418,103.287889836,747.319165802,796.998218351,609.509063942,828.380233763,765.327930599,666.526617125,667.182000784,817.578568066,565.995832194,720.756254187,972.764677816,1077.76097932,961.093234007,1069.81022568,1156.86610509,894.436717148,901.114196799,965.885450507,710.443324838,861.080299119,1130.97266761,848.682221218,988.095930928,924.769569729,893.335339398,390.186644445,434.288431851,402.262154292,485.169413711,497.320737853,750.263717817,700.88136488,719.760017348,736.547915071,734.210234604,629.063675668,554.610510842,636.847800125,578.970425876,672.05991832
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2188.50513861,2011.19103742,2235.36560487,1762.39193937,1697.07286177,1724.89973891,1630.84121568,1633.08429335,81.3442320558,58.0913607729,89.2080143815,92.6266791596,108.898438537,770.194634745,854.38900508,616.664310227,869.147528413,798.810043462,680.666437189,692.71439858,857.490861782,581.074387184,726.183758889,982.414013499,1119.93985722,993.912983372,1138.32525154,1184.17757165,911.752418565,941.599616127,1024.23241207,725.780115624,878.986143534,1171.79413328,871.879185294,1023.36570913,969.402925425,929.945076367,548.371162755,612.537991781,560.320348233,683.602778491,688.861051491,777.669651356,728.055281988,778.872806658,772.279264633,755.054986923,655.283947072,585.621325899,665.067437298,595.664816007,688.989819791
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2050.30059445,2170.32419163,1723.45974333,1641.09688712,1690.69135287,1589.35933479,1584.22950285,90.0325807798,61.2049888859,94.0322204783,98.2319808178,110.128707458,777.838437758,850.221049846,635.641573712,875.676682998,798.307476641,687.049121037,705.132491761,873.088629291,587.942458816,744.46059312,990.963449279,1127.68542192,990.84621156,1136.21018008,1189.08020272,929.016392031,944.851288285,1021.93544369,732.147228727,887.308593274,1182.38994298,886.289886894,1031.11174243,978.131652065,939.92922496,471.745154061,530.704726004,488.438634059,588.885062531,599.092681405,785.20819723,741.326894855,773.752691722,780.530046202,768.140563008,678.395470842,596.557778058,674.639383577,604.370214097,708.855567747
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2556.36934337,1930.60318302,1824.66106461,1878.79934102,1764.45669905,1773.45105368,87.9139296261,57.5112792752,94.0521271968,100.565641405,112.860751493,830.192295399,911.07756939,671.62544673,921.19723506,848.322885749,742.116974954,763.090568828,918.111193013,631.695327447,801.970929957,1086.48993295,1225.81846335,1075.92418027,1241.23908931,1283.6194921,992.582136033,1021.4837828,1129.43436753,785.972198458,964.984161247,1282.15002469,953.299527482,1121.87011062,1063.72242157,1000.6268696,555.156892529,610.569939428,572.210412055,692.46325324,695.100803377,827.130283443,770.005856178,829.279294215,831.818225524,810.877788781,705.605069912,626.590346372,714.357146292,640.261985946,750.240888824
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1645.99555023,1453.42888801,1503.47620661,1412.83257871,1412.89193552,80.0926477963,52.4081148482,77.7583867296,90.4456611599,100.085972487,707.576228975,760.714840072,574.949578325,784.084498942,715.883721649,631.04306045,644.402120643,775.566374678,531.665491761,681.031366798,910.469886057,1015.45915696,894.626625756,1024.49675239,1066.17128907,838.233254642,840.991159996,934.479670833,672.083563661,817.093240663,1063.85653909,807.173362544,938.462043621,875.221685184,834.742815456,414.005760323,463.663580578,426.084286191,513.600050458,519.980426162,700.436079462,667.036000826,690.353846116,700.620154562,690.527743038,614.677219234,528.823427201,611.309024442,550.773858469,637.225651652
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1505.67627409,1422.53820974,1350.98632132,1340.85795599,74.4760714504,53.3450817563,81.9349224118,87.9887945961,95.0048496201,673.465528735,741.371854011,548.987028437,750.549290129,690.18703848,607.106921383,609.279286401,737.295730715,511.972187158,627.637404214,848.776688944,953.554541688,855.768770391,972.620722978,1013.05437245,800.616568007,808.721264083,881.846306841,635.733764967,761.400847703,998.730583253,750.934007311,886.145624364,848.296445832,811.899995928,418.436438308,470.931362879,428.43189162,514.667454536,525.802324586,692.096986356,641.616978251,686.040256091,675.725117717,669.279163489,582.271978953,518.736584171,588.674976686,531.553592848,612.782959536
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1572.97800437,1389.75302156,1379.48963878,81.0360450294,56.2922479219,82.9053123424,90.7818780074,101.780993994,704.285047244,759.565317645,584.725768181,778.720101221,710.900226885,624.997955668,640.711393562,775.330104308,529.389509242,679.629507936,903.470535157,995.299780631,885.370424679,1010.73457071,1054.62996729,832.783089231,837.909914456,922.964791237,663.014334967,806.954278342,1051.33931176,787.77897078,939.425646872,879.096802376,837.916882218,401.505172176,450.639425221,416.528932377,500.660550453,505.575601271,709.770800534,660.933598062,688.494340337,707.550788613,685.650960891,607.668686072,529.005320409,615.488784042,545.651897057,636.624171281
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1442.01943558,1308.16818886,73.968070297,52.9644800045,76.4291592802,85.4627143498,94.762929347,677.567861324,724.864807985,557.317854623,743.187629637,680.003190333,596.664101812,620.137920217,755.854714782,510.516442134,643.58977103,862.027387545,961.969346308,834.929328474,974.222724579,999.929696502,822.280523081,807.031505256,885.73984088,653.971175741,768.002968077,1008.47923719,762.802713231,895.47470392,849.146854297,803.831161562,400.435931911,439.651409322,413.868745214,495.460179691,500.600907352,680.967221127,651.069604515,663.765172935,674.923238432,669.749868872,583.784645093,529.110407715,598.455491451,521.017531634,616.225821282
